,Name,Link,Type
221,"MILLET,MrFrancis Davis",https://www.encyclopedia-titanica.org/titanic-victim/francis-davis-millet.html,titanic-victim
222,"MINAHAN,DrWilliam Edward",https://www.encyclopedia-titanica.org/titanic-victim/william-edward-minahan.html,titanic-victim
223,"MINAHAN,MrsLillian Mae",https://www.encyclopedia-titanica.org/titanic-survivor/lillian-minahan.html,titanic-survivor
224,"MINAHAN,MissIda Daisy",https://www.encyclopedia-titanica.org/titanic-survivor/daisy-minahan.html,titanic-survivor
225,"MOCK,MrPhilipp Edmund",https://www.encyclopedia-titanica.org/titanic-survivor/philipp-mock.html,titanic-survivor
226,"MOLSON,MrHarry Markland",https://www.encyclopedia-titanica.org/titanic-victim/harry-molson.html,titanic-victim
227,"MOORE,MrClarence",https://www.encyclopedia-titanica.org/titanic-victim/clarence-moore.html,titanic-victim
228,"NATSCH,MrCharles",https://www.encyclopedia-titanica.org/titanic-victim/charles-natsch.html,titanic-victim
229,"NEWELL,MrArthur Webster",https://www.encyclopedia-titanica.org/titanic-victim/arthur-webster-newell.html,titanic-victim
230,"NEWELL,MissMarjorie Anne",https://www.encyclopedia-titanica.org/titanic-survivor/marjorie-anne-newell.html,titanic-survivor
231,"NEWELL,MissMadeleine",https://www.encyclopedia-titanica.org/titanic-survivor/madeleine-newell.html,titanic-survivor
232,"NEWSOM,MissHelen Monypeny",https://www.encyclopedia-titanica.org/titanic-survivor/helen-monypeny-newsom.html,titanic-survivor
233,"NICHOLS,MrsEmily",https://www.encyclopedia-titanica.org/titanic-biography/e-nichols.html,titanic-survivor
234,"NICHOLSON,MrArthur Ernest",https://www.encyclopedia-titanica.org/titanic-victim/arthur-ernest-nicholson.html,titanic-victim
235,"NOEL,MajorGerard Thomas",https://www.encyclopedia-titanica.org/titanic-biography/gerard-thomas-noel.html,titanic-survivor
236,"NOEL,MasterWilliam Henry Middleton",https://www.encyclopedia-titanica.org/titanic-biography/noel.html,titanic-survivor
237,"NOURNEY,MrAlfred",https://www.encyclopedia-titanica.org/titanic-survivor/alfred-nourney.html,titanic-survivor
238,"ODELL,MrsLily",https://www.encyclopedia-titanica.org/titanic-biography/lily-may-odell.html,titanic-survivor
239,"ODELL,MasterJack",https://www.encyclopedia-titanica.org/titanic-biography/jack-odell.html,titanic-survivor
240,"ODELL,MissKate Louisa",https://www.encyclopedia-titanica.org/titanic-biography/kate-odell.html,titanic-survivor
241,"OLIVA Y OCANA,DoñaFermina",https://www.encyclopedia-titanica.org/titanic-survivor/fermina-oliva-y-ocana.html,titanic-survivor
242,"OMONT,MrAlfred Fernand",https://www.encyclopedia-titanica.org/titanic-survivor/alfred-fernand-omont.html,titanic-survivor
243,"OSTBY,MissHelen Ragnhild",https://www.encyclopedia-titanica.org/titanic-survivor/helen-ragnhild-ostby.html,titanic-survivor
244,"OVIÉS Y RODRÍGUEZ,MrServando José Florentino",https://www.encyclopedia-titanica.org/titanic-victim/servando-jose-florentino-ovies-y-rodriguez.html,titanic-victim
245,"ØSTBY,MrEngelhart Cornelius",https://www.encyclopedia-titanica.org/titanic-victim/engelhart-cornelius-ostby.html,titanic-victim
246,"PARR,MrWilliam Henry Marsh",https://www.encyclopedia-titanica.org/titanic-victim/william-henry-marsh-parr.html,titanic-victim
247,"PARTNER,MrAustin",https://www.encyclopedia-titanica.org/titanic-victim/austin-partner.html,titanic-victim
248,"PAYNE,MrVivian Ponsonby",https://www.encyclopedia-titanica.org/titanic-victim/vivian-ponsonby-payne.html,titanic-victim
249,"PEARS,MrThomas",https://www.encyclopedia-titanica.org/titanic-victim/thomas-pears.html,titanic-victim
250,"PEARS,MrsEdith",https://www.encyclopedia-titanica.org/titanic-survivor/edith-pears.html,titanic-survivor
251,"PEÑASCO Y CASTELLANA,MrVictor",https://www.encyclopedia-titanica.org/titanic-victim/victor-penasco.html,titanic-victim
252,"PEÑASCO Y CASTELLANA,MrsMaria Josefa Perezde Soto y Vallejo",https://www.encyclopedia-titanica.org/titanic-survivor/maria-penasco.html,titanic-survivor
253,"PERREAULT,MissMary Anne",https://www.encyclopedia-titanica.org/titanic-survivor/mary-anne-perreault.html,titanic-survivor
254,"PEUCHEN,MajorArthur Godfrey",https://www.encyclopedia-titanica.org/titanic-survivor/arthur-godfrey-peuchen.html,titanic-survivor
255,"PORTER,MrWalter Chamberlain",https://www.encyclopedia-titanica.org/titanic-victim/walter-chamberlain-porter.html,titanic-victim
256,"POTTER,MrsLily Alexenia",https://www.encyclopedia-titanica.org/titanic-survivor/lily-alexenia-potter.html,titanic-survivor
257,"REUCHLIN,JonkhJohan George",https://www.encyclopedia-titanica.org/titanic-victim/johan-george-reuchlin.html,titanic-victim
258,"RHEIMS,MrGeorge Alexander Lucien",https://www.encyclopedia-titanica.org/titanic-survivor/george-rheims.html,titanic-survivor
259,"RIGHINI,MrSante",https://www.encyclopedia-titanica.org/titanic-victim/sante-righini.html,titanic-victim
260,"ROBERT,MrsElisabeth Walton",https://www.encyclopedia-titanica.org/titanic-survivor/elisabeth-walton-robert.html,titanic-survivor
261,"ROBINS,MrVictor",https://www.encyclopedia-titanica.org/titanic-victim/victor-robbins.html,titanic-victim
262,"ROEBLING,MrWashington Augustus",https://www.encyclopedia-titanica.org/titanic-victim/washington-roebling.html,titanic-victim
263,"ROMAINE,MrCharles Hallace",https://www.encyclopedia-titanica.org/titanic-survivor/charles-romaine.html,titanic-survivor
264,"ROOD,MrHugh Roscoe",https://www.encyclopedia-titanica.org/titanic-victim/hugh-rood.html,titanic-victim
265,"ROSENBAUM,MissEdith Louise",https://www.encyclopedia-titanica.org/titanic-survivor/edith-russell.html,titanic-survivor
266,"ROSENSHINE,MrGeorge",https://www.encyclopedia-titanica.org/titanic-victim/george-rosenshine.html,titanic-victim
267,"ROSS,MrJohn Hugo",https://www.encyclopedia-titanica.org/titanic-victim/john-hugo-ross.html,titanic-victim
268,"ROTHES,Lucy Noël Martha, Countess of",https://www.encyclopedia-titanica.org/titanic-survivor/countess-of-rothes.html,titanic-survivor
269,"ROTHSCHILD,MrMartin",https://www.encyclopedia-titanica.org/titanic-victim/martin-rothschild.html,titanic-victim
270,"ROTHSCHILD,MrsElizabeth Jane Anne",https://www.encyclopedia-titanica.org/titanic-survivor/elizabeth-jane-anne-rothschild.html,titanic-survivor
271,"ROWE,MrAlfred",https://www.encyclopedia-titanica.org/titanic-victim/alfred-rowe.html,titanic-victim
272,"RYERSON,MrArthur Larned",https://www.encyclopedia-titanica.org/titanic-victim/arthur-ryerson.html,titanic-victim
273,"RYERSON,MrsEmily Maria",https://www.encyclopedia-titanica.org/titanic-survivor/emily-ryerson.html,titanic-survivor
274,"RYERSON,MissEmily Borie",https://www.encyclopedia-titanica.org/titanic-survivor/emily-borie-ryerson.html,titanic-survivor
275,"RYERSON,MissSusan Parker",https://www.encyclopedia-titanica.org/titanic-survivor/suzette-ryerson.html,titanic-survivor
276,"RYERSON,MasterJohn Borie",https://www.encyclopedia-titanica.org/titanic-survivor/john-borie-ryerson.html,titanic-survivor
277,"SAALFELD,MrAdolphe",https://www.encyclopedia-titanica.org/titanic-survivor/adolphe-saalfeld.html,titanic-survivor
278,"SÄGESSER,MlleEmma",https://www.encyclopedia-titanica.org/titanic-survivor/emma-sagesser.html,titanic-survivor
279,"SALOMON,MrAbraham Lincoln",https://www.encyclopedia-titanica.org/titanic-survivor/abraham-salomon.html,titanic-survivor
280,"SANDERSON,MrHarold Arthur",https://www.encyclopedia-titanica.org/titanic-biography/harold-arthur-sanderson.html,titanic-survivor
281,"SCHABERT,MrsEmma",https://www.encyclopedia-titanica.org/titanic-survivor/emma-schabert.html,titanic-survivor
282,"SERREPLAÀ,MissAugusta Jeanne",https://www.encyclopedia-titanica.org/titanic-survivor/auguste-serreplan.html,titanic-survivor
283,"SEWARD,MrFrederic Kimber",https://www.encyclopedia-titanica.org/titanic-survivor/frederic-kimber-seward.html,titanic-survivor
284,"SHUTES,MissElizabeth Weed",https://www.encyclopedia-titanica.org/titanic-survivor/elizabeth-weed-shutes.html,titanic-survivor
285,"SILVERTHORNE,MrSpencer Victor",https://www.encyclopedia-titanica.org/titanic-survivor/spencer-victor-silverthorne.html,titanic-survivor
286,"SILVEY,MrWilliam Baird",https://www.encyclopedia-titanica.org/titanic-victim/william-baird-silvey.html,titanic-victim
287,"SILVEY,MrsAlice Gray",https://www.encyclopedia-titanica.org/titanic-survivor/alice-silvey.html,titanic-survivor
288,"SIMONIUS-BLUMER,MrColonel (Oberst) Alfons",https://www.encyclopedia-titanica.org/titanic-survivor/alfons-simonius-blumer.html,titanic-survivor
289,"SLOPER,MrWilliam Thompson",https://www.encyclopedia-titanica.org/titanic-survivor/william-thompson-sloper.html,titanic-survivor
290,"SMART,MrJohn Montgomery",https://www.encyclopedia-titanica.org/titanic-victim/john-montgomery-smart.html,titanic-victim
291,"SMITH,MrJames Clinch",https://www.encyclopedia-titanica.org/titanic-victim/james-clinch-smith.html,titanic-victim
292,"SMITH,MrRichard William",https://www.encyclopedia-titanica.org/titanic-victim/richard-william-smith.html,titanic-victim
293,"SMITH,MrLucian Philip",https://www.encyclopedia-titanica.org/titanic-victim/lucian-philip-smith.html,titanic-victim
294,"SMITH,MrsMary Eloise",https://www.encyclopedia-titanica.org/titanic-survivor/mary-eloise-smith.html,titanic-survivor
295,"SNYDER,MrJohn Pillsbury",https://www.encyclopedia-titanica.org/titanic-survivor/john-pillsbury-snyder.html,titanic-survivor
296,"SNYDER,MrsNelle",https://www.encyclopedia-titanica.org/titanic-survivor/nelle-snyder.html,titanic-survivor
297,"SPEDDEN,MrFrederic Oakley",https://www.encyclopedia-titanica.org/titanic-survivor/frederic-oakley-spedden.html,titanic-survivor
298,"SPEDDEN,MrsMargaretta Corning",https://www.encyclopedia-titanica.org/titanic-survivor/margaretta-corning-spedden.html,titanic-survivor
299,"SPEDDEN,MasterRobert Douglas",https://www.encyclopedia-titanica.org/titanic-survivor/robert-douglas-spedden.html,titanic-survivor
300,"SPENCER,MrWilliam Augustus",https://www.encyclopedia-titanica.org/titanic-victim/william-augustus-spencer.html,titanic-victim
301,"SPENCER,MrsMarie Eugenie",https://www.encyclopedia-titanica.org/titanic-survivor/marie-eugenie-spencer.html,titanic-survivor
302,"STÄHELIN-MAEGLIN,DrMax",https://www.encyclopedia-titanica.org/titanic-survivor/max-stahelin-maeglin.html,titanic-survivor
303,"STEAD,MrWilliam Thomas",https://www.encyclopedia-titanica.org/titanic-victim/william-thomas-stead.html,titanic-victim
304,"STENGEL,MrCharles Emil Henry",https://www.encyclopedia-titanica.org/titanic-survivor/charles-stengel.html,titanic-survivor
305,"STENGEL,MrsAnnie May",https://www.encyclopedia-titanica.org/titanic-survivor/annie-may-stengel.html,titanic-survivor
306,"STEPHENSON,MrsMartha",https://www.encyclopedia-titanica.org/titanic-survivor/martha-stephenson.html,titanic-survivor
307,"STEVENS,MrGeorge",https://www.encyclopedia-titanica.org/titanic-biography/g-stevens.html,titanic-survivor
308,"STEWART,MrAlbert Ankeny",https://www.encyclopedia-titanica.org/titanic-victim/albert-stewart.html,titanic-victim
309,"STONE,MrsMartha Evelyn",https://www.encyclopedia-titanica.org/titanic-survivor/martha-evelyn-stone.html,titanic-survivor
310,"STRAUS,MrIsidor",https://www.encyclopedia-titanica.org/titanic-victim/isidor-straus.html,titanic-victim
311,"STRAUS,MrsRosalie Ida",https://www.encyclopedia-titanica.org/titanic-victim/ida-straus.html,titanic-victim
312,"SUTTON,MrFrederick",https://www.encyclopedia-titanica.org/titanic-victim/frederick-sutton.html,titanic-victim
313,"SWIFT,MrsMargaret Welles",https://www.encyclopedia-titanica.org/titanic-survivor/margaret-welles-swift.html,titanic-survivor
314,"TAUSSIG,MrEmil",https://www.encyclopedia-titanica.org/titanic-victim/emil-taussig.html,titanic-victim
315,"TAUSSIG,MrsTillie",https://www.encyclopedia-titanica.org/titanic-survivor/tillie-taussig.html,titanic-survivor
316,"TAUSSIG,MissRuth",https://www.encyclopedia-titanica.org/titanic-survivor/ruth-taussig.html,titanic-survivor
317,"TAYLOR,MrElmer Zebley",https://www.encyclopedia-titanica.org/titanic-survivor/elmer-zebley-taylor.html,titanic-survivor
318,"TAYLOR,MrsJuliet Cummins",https://www.encyclopedia-titanica.org/titanic-survivor/juliet-cummins-taylor.html,titanic-survivor
319,"THAYER,MrJohn Borland",https://www.encyclopedia-titanica.org/titanic-victim/john-borland-thayer.html,titanic-victim
320,"THAYER,MrsMarian Longstreth",https://www.encyclopedia-titanica.org/titanic-survivor/marian-thayer.html,titanic-survivor
321,"THAYER,MrJohn Borland",https://www.encyclopedia-titanica.org/titanic-survivor/john-borland-thayer-jr.html,titanic-survivor
322,"THOMPSON,MrJoseph",https://www.encyclopedia-titanica.org/titanic-biography/joey-thompson.html,titanic-survivor
323,"THORNE,MissGertrude Mabelle",https://www.encyclopedia-titanica.org/titanic-survivor/gertrude-mabelle-thorne.html,titanic-survivor
324,"TUCKER,MrGilbert Milligan jr",https://www.encyclopedia-titanica.org/titanic-survivor/gilbert-milligan-jr-tucker.html,titanic-survivor
325,"URUCHURTU,MrManuel Ramirez",https://www.encyclopedia-titanica.org/titanic-victim/manuel-uruchurtu.html,titanic-victim
326,"VAN DERHOEF,MrWyckoff",https://www.encyclopedia-titanica.org/titanic-victim/wyckoff-van-der-hoef.html,titanic-victim
327,"WALKER,MrWilliam Anderson",https://www.encyclopedia-titanica.org/titanic-victim/william-anderson-walker.html,titanic-victim
328,"WARD,MissAnnie Moore",https://www.encyclopedia-titanica.org/titanic-survivor/annie-moore-ward.html,titanic-survivor
329,"WARREN,MrFrank Manley",https://www.encyclopedia-titanica.org/titanic-victim/frank-manley-warren.html,titanic-victim
330,"WARREN,MrsAnna Sophia",https://www.encyclopedia-titanica.org/titanic-survivor/anna-sophia-warren.html,titanic-survivor
331,"WEIR,ColonelJohn",https://www.encyclopedia-titanica.org/titanic-victim/john-weir.html,titanic-victim
332,"WHITE,MrPercival Wayland",https://www.encyclopedia-titanica.org/titanic-victim/percival-wayland-white.html,titanic-victim
333,"WHITE,MrRichard Frasar",https://www.encyclopedia-titanica.org/titanic-victim/richard-frasar-white.html,titanic-victim
334,"WHITE,MrsElla Holmes",https://www.encyclopedia-titanica.org/titanic-survivor/ella-white.html,titanic-survivor
335,"WICK,Col.George Dennick",https://www.encyclopedia-titanica.org/titanic-victim/george-dennick-wick.html,titanic-victim
336,"WICK,MrsMary Peebles",https://www.encyclopedia-titanica.org/titanic-survivor/mary-wick.html,titanic-survivor
337,"WICK,MissMary Natalie",https://www.encyclopedia-titanica.org/titanic-survivor/mary-natalie-wick.html,titanic-survivor
338,"WIDENER,MrGeorge Dunton",https://www.encyclopedia-titanica.org/titanic-victim/george-dunton-widener.html,titanic-victim
339,"WIDENER,MrsEleanor",https://www.encyclopedia-titanica.org/titanic-survivor/eleanor-widener.html,titanic-survivor
340,"WIDENER,MrHarry Elkins",https://www.encyclopedia-titanica.org/titanic-victim/harry-elkins-widener.html,titanic-victim
341,"WILDING,MrEdward",https://www.encyclopedia-titanica.org/titanic-biography/edward-wilding.html,titanic-survivor
342,"WILLARD,MissConstance",https://www.encyclopedia-titanica.org/titanic-survivor/constance-willard.html,titanic-survivor
343,"WILLIAMS,MrFletcher Fellowes Lambert",https://www.encyclopedia-titanica.org/titanic-victim/fletcher-lambert-williams.html,titanic-victim
344,"WILLIAMS,MrCharles Duane",https://www.encyclopedia-titanica.org/titanic-victim/charles-duane-williams.html,titanic-victim
345,"WILLIAMS,MrRichard Norris",https://www.encyclopedia-titanica.org/titanic-survivor/richard-norris-williams.html,titanic-survivor
346,"WILSON,MissHelen Alice",https://www.encyclopedia-titanica.org/titanic-survivor/helen-wilson.html,titanic-survivor
347,"WOOLNER,MrHugh",https://www.encyclopedia-titanica.org/titanic-survivor/hugh-woolner.html,titanic-survivor
348,"WOTTON,MrHenry Swaffin",https://www.encyclopedia-titanica.org/titanic-cross-channel-passenger/henry-swaffin-wotton.html,titanic-survivor
349,"WRIGHT,MrGeorge",https://www.encyclopedia-titanica.org/titanic-victim/george-wright.html,titanic-victim
350,"YOUNG,MissMarie Grice",https://www.encyclopedia-titanica.org/titanic-survivor/marie-grice-young.html,titanic-survivor
351,"ABELSON,MrSamuel",https://www.encyclopedia-titanica.org/titanic-victim/samuel-abelson.html,titanic-victim
352,"ABELSON,MrsAnna",https://www.encyclopedia-titanica.org/titanic-survivor/abelson.html,titanic-survivor
353,"ALDWORTH,MrAugustus Henry",https://www.encyclopedia-titanica.org/titanic-victim/augustus-aldworth.html,titanic-victim
354,"ANDREW,MrEdgar Samuel",https://www.encyclopedia-titanica.org/titanic-victim/edgar-samuel-andrew.html,titanic-victim
355,"ANDREW,MrFrank Thomas",https://www.encyclopedia-titanica.org/titanic-victim/frank-thomas-andrew.html,titanic-victim
356,"ANGLE,MrWilliam",https://www.encyclopedia-titanica.org/titanic-victim/william-angle.html,titanic-victim
357,"ANGLE,MrsFlorence Agnes",https://www.encyclopedia-titanica.org/titanic-survivor/florence-angle.html,titanic-survivor
358,"ASHBY,MrJohn",https://www.encyclopedia-titanica.org/titanic-victim/john-ashby.html,titanic-victim
359,"BAILEY,MrPercy",https://www.encyclopedia-titanica.org/titanic-victim/percy-andrew-bailey.html,titanic-victim
360,"BAINBRIGGE,MrCharles Robert",https://www.encyclopedia-titanica.org/titanic-victim/charles-robert-bainbrigge.html,titanic-victim
361,"BALLS,MrsAda Elizabeth",https://www.encyclopedia-titanica.org/titanic-survivor/ada-ball.html,titanic-survivor
362,"BANEWER,MrSolomon",https://www.encyclopedia-titanica.org/titanic-victim/solomon-bowenur.html,titanic-victim
363,"BANFIELD,MrFrederick James",https://www.encyclopedia-titanica.org/titanic-victim/frederick-james-banfield.html,titanic-victim
364,"BATEMAN,RevdRobert James",https://www.encyclopedia-titanica.org/titanic-victim/robert-james-bateman.html,titanic-victim
365,"BEANE,MrEdward",https://www.encyclopedia-titanica.org/titanic-survivor/edward-beane.html,titanic-survivor
366,"BEANE,MrsEthel",https://www.encyclopedia-titanica.org/titanic-survivor/ethel-beane.html,titanic-survivor
367,"BEAUCHAMP,MrHenry James",https://www.encyclopedia-titanica.org/titanic-victim/henry-james-beauchamp.html,titanic-victim
368,"BECKER,MrsNellie E.",https://www.encyclopedia-titanica.org/titanic-survivor/nellie-becker.html,titanic-survivor
369,"BECKER,MissMarion Louise",https://www.encyclopedia-titanica.org/titanic-survivor/marion-louise-becker.html,titanic-survivor
370,"BECKER,MasterRichard F.",https://www.encyclopedia-titanica.org/titanic-survivor/richard-becker.html,titanic-survivor
371,"BECKER,MissRuth Elizabeth",https://www.encyclopedia-titanica.org/titanic-survivor/ruth-elizabeth-becker.html,titanic-survivor
372,"BEESLEY,MrLawrence",https://www.encyclopedia-titanica.org/titanic-survivor/lawrence-beesley.html,titanic-survivor
373,"BENTHAM,MissLillian Winifred",https://www.encyclopedia-titanica.org/titanic-survivor/lillian-bentham.html,titanic-survivor
374,"BERRIMAN,MrWilliam John",https://www.encyclopedia-titanica.org/titanic-victim/william-john-berriman.html,titanic-victim
375,"BOTSFORD,MrWilliam Hull",https://www.encyclopedia-titanica.org/titanic-victim/william-hull-botsford.html,titanic-victim
376,"BRACKEN,MrJames Hollen",https://www.encyclopedia-titanica.org/titanic-victim/james-bracken.html,titanic-victim
377,"BRAILEY,MrWilliam Theodore Ronald",https://www.encyclopedia-titanica.org/titanic-victim/theodore-ronald-brailey.html,titanic-victim
378,"BRICOUX,MrRoger Marie",https://www.encyclopedia-titanica.org/titanic-victim/roger-bricoux.html,titanic-victim
379,"BRITO,MrJosé Joaquim de",https://www.encyclopedia-titanica.org/titanic-victim/jose-joaquim-de-brito.html,titanic-victim
380,"BROWN,MissAmelia Mary",https://www.encyclopedia-titanica.org/titanic-survivor/mildred-brown.html,titanic-survivor
381,"BROWN,MrThomas William Solomon",https://www.encyclopedia-titanica.org/titanic-victim/thomas-william-solomon-brown.html,titanic-victim
382,"BROWN,MrsElizabeth Catherine",https://www.encyclopedia-titanica.org/titanic-survivor/elizabeth-catherine-brown.html,titanic-survivor
383,"BROWN,MissEdith Eileen",https://www.encyclopedia-titanica.org/titanic-survivor/edith-haisman.html,titanic-survivor
384,"BRYHL,MrKurt Arnold Gottfrid",https://www.encyclopedia-titanica.org/titanic-victim/kurt-arnold-gottfrid-bryhl.html,titanic-victim
385,"BRYHL,MissDagmar Jenny Ingeborg",https://www.encyclopedia-titanica.org/titanic-survivor/dagmar-bryhl.html,titanic-survivor
386,"BUSS,MissKate",https://www.encyclopedia-titanica.org/titanic-survivor/kate-buss.html,titanic-survivor
387,"BUTLER,MrReginald Fenton",https://www.encyclopedia-titanica.org/titanic-victim/reginald-fenton-butler.html,titanic-victim
388,"BYLES,FrThomas Roussel Davids",https://www.encyclopedia-titanica.org/titanic-victim/fr-byles.html,titanic-victim
389,"BYSTRÖM,MrsKarolina",https://www.encyclopedia-titanica.org/titanic-survivor/karolina-bystrom.html,titanic-survivor
390,"CALDWELL,MrAlbert Francis",https://www.encyclopedia-titanica.org/titanic-survivor/albert-caldwell.html,titanic-survivor
391,"CALDWELL,MrsSylvia Mae",https://www.encyclopedia-titanica.org/titanic-survivor/sylvia-caldwell.html,titanic-survivor
392,"CALDWELL,MasterAlden Gates",https://www.encyclopedia-titanica.org/titanic-survivor/alden-gates-caldwell.html,titanic-survivor
393,"CAMERON,MissClear Annie",https://www.encyclopedia-titanica.org/titanic-survivor/clear-cameron.html,titanic-survivor
394,"CAMPBELL,MrWilliam",https://www.encyclopedia-titanica.org/titanic-victim/william-campbell.html,titanic-victim
395,"CARBINES,MrWilliam",https://www.encyclopedia-titanica.org/titanic-victim/william-carbines.html,titanic-victim
396,"CARTER,Rev.Ernest Courtenay",https://www.encyclopedia-titanica.org/titanic-victim/ernest-courtenay-carter.html,titanic-victim
397,"CARTER,MrsLilian",https://www.encyclopedia-titanica.org/titanic-victim/lilian-carter.html,titanic-victim
398,"CHAPMAN,MrCharles Henry",https://www.encyclopedia-titanica.org/titanic-victim/charles-henry-chapman.html,titanic-victim
399,"CHAPMAN,MrJohn Henry",https://www.encyclopedia-titanica.org/titanic-victim/john-henry-chapman.html,titanic-victim
400,"CHAPMAN,MrsSarah Elizabeth",https://www.encyclopedia-titanica.org/titanic-victim/sara-elizabeth-chapman.html,titanic-victim
401,"CHRISTY,MrsAlice Frances",https://www.encyclopedia-titanica.org/titanic-survivor/alice-frances-christy.html,titanic-survivor
402,"CHRISTY,MissJuli Rachel",https://www.encyclopedia-titanica.org/titanic-survivor/rachel-julie-cohen-christy.html,titanic-survivor
403,"CLARKE,MrJohn Frederick Preston",https://www.encyclopedia-titanica.org/titanic-victim/john-frederick-preston-clarke.html,titanic-victim
404,"CLARKE,MrCharles Valentine",https://www.encyclopedia-titanica.org/titanic-victim/charles-valentine-clarke.html,titanic-victim
405,"CLARKE,MrsAda Maria",https://www.encyclopedia-titanica.org/titanic-survivor/ada-maria-clarke.html,titanic-survivor
406,"COLERIDGE,MrReginald Charles",https://www.encyclopedia-titanica.org/titanic-victim/reginald-charles-coleridge.html,titanic-victim
407,"COLLANDER,MrErik Gustaf",https://www.encyclopedia-titanica.org/titanic-victim/erik-gustaf-collander.html,titanic-victim
408,"COLLETT,MrSidney Clarence Stuart",https://www.encyclopedia-titanica.org/titanic-survivor/sidney-clarence-stuart-collett.html,titanic-survivor
409,"COLLYER,MrHarvey",https://www.encyclopedia-titanica.org/titanic-victim/harvey-collyer.html,titanic-victim
410,"COLLYER,MrsCharlotte Caroline",https://www.encyclopedia-titanica.org/titanic-survivor/charlotte-annie-collyer.html,titanic-survivor
411,"COLLYER,MissMarjorie Lottie",https://www.encyclopedia-titanica.org/titanic-survivor/marjorie-collyer.html,titanic-survivor
412,"COOK,MrsSelena",https://www.encyclopedia-titanica.org/titanic-survivor/selena-cook.html,titanic-survivor
413,"CORBETT,MrsIrene",https://www.encyclopedia-titanica.org/titanic-victim/irene-corbett.html,titanic-victim
414,"COREY,MrsMary Emma",https://www.encyclopedia-titanica.org/titanic-victim/mary-phyllis-elizabeth-corey.html,titanic-victim
415,"COTTERILL,MrHenry",https://www.encyclopedia-titanica.org/titanic-victim/harry-cotterill.html,titanic-victim
416,"CUNNINGHAM,MrAlfred Fleming",https://www.encyclopedia-titanica.org/titanic-victim/alfred-fleming-cunningham.html,titanic-victim
417,"DAVIES,MrCharles Henry",https://www.encyclopedia-titanica.org/titanic-victim/charles-henry-davies.html,titanic-victim
418,"DAVIES,MrsAgnes",https://www.encyclopedia-titanica.org/titanic-survivor/elizabeth-agnes-mary-davies.html,titanic-survivor
419,"DAVIES,MasterJohn Morgan jr",https://www.encyclopedia-titanica.org/titanic-survivor/john-morgan-davies.html,titanic-survivor
420,"DAVIES,MrH. V.",https://www.encyclopedia-titanica.org/titanic-biography/h-davies.html,titanic-survivor
421,"DAVIES,MissK.",https://www.encyclopedia-titanica.org/titanic-biography/k-davies.html,titanic-survivor
422,"DAVIS,MissMary Ann Charlotte",https://www.encyclopedia-titanica.org/titanic-survivor/mary-davis.html,titanic-survivor
423,"DE GRASSE,MrJ.",https://www.encyclopedia-titanica.org/titanic-biography/j-de-grasse.html,titanic-survivor
424,"DEACON,MrPercy William",https://www.encyclopedia-titanica.org/titanic-victim/percy-deacon.html,titanic-victim
425,"DEL CARLO,MrSebastiano",https://www.encyclopedia-titanica.org/titanic-victim/sebastiano-del-carlo.html,titanic-victim
426,"DEL CARLO,MrsArgene",https://www.encyclopedia-titanica.org/titanic-survivor/argene-del-carlo.html,titanic-survivor
427,"DENBUOY,MrAlbert Joseph",https://www.encyclopedia-titanica.org/titanic-victim/albert-denbuoy.html,titanic-victim
428,"DIBDEN,MrWilliam",https://www.encyclopedia-titanica.org/titanic-victim/william-dibden.html,titanic-victim
429,"DOLING,MrsAda Julia Elizabeth",https://www.encyclopedia-titanica.org/titanic-survivor/ada-doling.html,titanic-survivor
430,"DOLING,MissElsie",https://www.encyclopedia-titanica.org/titanic-survivor/elsie-doling.html,titanic-survivor
431,"DOUTON,MrWilliam Joseph",https://www.encyclopedia-titanica.org/titanic-victim/william-joseph-douton.html,titanic-victim
432,"DREW,MrJames Vivian",https://www.encyclopedia-titanica.org/titanic-victim/james-vivian-drew.html,titanic-victim
433,"DREW,MrsMaria Louisa Thorne",https://www.encyclopedia-titanica.org/titanic-survivor/lulu-thorne-drew.html,titanic-survivor
434,"DREW,MasterMarshall Brines",https://www.encyclopedia-titanica.org/titanic-survivor/marshall-brines-drew.html,titanic-survivor
435,"DURÁN I MONÉ,MissFlorentina",https://www.encyclopedia-titanica.org/titanic-survivor/florentina-duran-y-more.html,titanic-survivor
436,"DURÁN I MONÉ,MissAsuncion",https://www.encyclopedia-titanica.org/titanic-survivor/asuncion-duran-y-more.html,titanic-survivor
437,"EITEMILLER,MrGeorge Floyd",https://www.encyclopedia-titanica.org/titanic-victim/george-floyd-eitemiller.html,titanic-victim
438,"ENANDER,MrIngvar",https://www.encyclopedia-titanica.org/titanic-victim/ingvar-enander.html,titanic-victim
439,"EVANS,Miss",https://www.encyclopedia-titanica.org/titanic-biography/evans.html,titanic-survivor
440,"FAHLSTRØM,MrArne Joma",https://www.encyclopedia-titanica.org/titanic-victim/arne-joma-fahlstrom.html,titanic-victim
441,"FAUNTHORPE,MrHarry Bartram",https://www.encyclopedia-titanica.org/titanic-victim/harry-faunthorpe.html,titanic-victim
442,"FILLBROOK,MrJoseph Charles",https://www.encyclopedia-titanica.org/titanic-victim/joseph-charles-fillbrook.html,titanic-victim
443,"FOX,MrStanley Harrington",https://www.encyclopedia-titanica.org/titanic-victim/stanley-hubert-fox.html,titanic-victim
